"region","submission","activity","path","type","pollutant","fuel","product","species","unit","scenario","confidential","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_EURO6c_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_EURO6c,TRACTION_ROAD_LDV_DIESEL_EURO6c_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03367,0.49511,323.33790,932.79462
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_EURO6d_HIGHWAY","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_EURO6d,TRACTION_ROAD_LDV_DIESEL_EURO6d_HIGHWAY","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.50869
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_EURO6d_NON_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_EURO6d,TRACTION_ROAD_LDV_DIESEL_EURO6d_NON_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.58835
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_EURO6d_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_EURO6d,TRACTION_ROAD_LDV_DIESEL_EURO6d_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.36556
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_EURO6dtemp_HIGHWAY","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_EURO6dtemp,TRACTION_ROAD_LDV_DIESEL_EURO6dtemp_HIGHWAY","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.74399,719.74077,2810.29044
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_EURO6dtemp_NON_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_EURO6dtemp,TRACTION_ROAD_LDV_DIESEL_EURO6dtemp_NON_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.19656,621.01578,2570.44252
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_EURO6dtemp_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_EURO6dtemp,TRACTION_ROAD_LDV_DIESEL_EURO6dtemp_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.64865,940.37606,3911.32441
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_NO_EURO_HIGHWAY","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_NO_EURO,TRACTION_ROAD_LDV_DIESEL_NO_EURO_HIGHWAY","AD",,"DIESEL",,,"TJ","REF","FALSE",9909.51982,12519.82811,15176.74402,19107.23352,19991.93286,17432.26842,16336.51730,15207.78678,13904.53716,12496.21518,10955.17288,9571.76763,8450.02314,7354.30116,6378.12849,5475.67071,4553.85661,3751.95002,2597.06926,2129.01967,1699.13201,1426.29813,1127.80530,987.95757,886.28849,803.28230,735.22970,674.29951,591.13376,543.51078,464.91829
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_NO_EURO_NON_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_NO_EURO,TRACTION_ROAD_LDV_DIESEL_NO_EURO_NON_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",9575.59696,11321.24311,12691.81655,14823.76107,17975.58926,17835.95549,15887.86097,13926.82313,11961.27863,10180.60321,8517.50023,7059.49179,5932.41791,4932.45815,4086.36668,3390.59336,3013.44340,2594.93340,1894.45070,1599.31718,1335.61318,1149.07646,951.86905,853.31304,778.58703,713.50727,639.70135,581.48777,505.27322,460.43716,417.15878
"DE","DE_NEXT","TRACTION_ROAD_LDV_DIESEL_NO_EURO_URBAN","SECTORAL_APPROACH,1A,1A3,1A3b,1A3bi,TRACTION_ROAD_LDV_DIESEL,TRACTION_ROAD_LDV_DIESEL_NO_EURO,TRACTION_ROAD_LDV_DIESEL_NO_EURO_URBAN","AD",,"DIESEL",,,"TJ","REF","FALSE",6230.23136,8232.17726,10367.51817,13518.93903,19242.05676,21628.80143,20237.29519,18317.10485,16266.41131,14753.03131,12867.61387,11867.63439,10308.34498,8525.41544,6959.56311,5816.93540,4742.33450,3809.86050,2554.43835,1939.95124,1494.08113,1159.00603,910.53448,758.38587,724.01660,683.21221,681.36162,691.73512,663.04321,647.11523,589.10705
